Canadian Interest Rates


Weekly (Wednesday) series: 2015-09-09 - 2025-09-03
V80691310 = Bank rate

Summary,Date,V80691310
Low,2022-03-02,0.50
High,2024-06-05,5.25
Average,2015-09-09 - 2025-09-03,2.10

Date,V80691310
2017-06-30, 3.02, 2.75
2017-06-23, 3.03, 2.68
2017-06-16, 3.04, 2.67
2017-06-09, 3.04, 2.61
2017-06-02, 3.04, 2.61
2017-05-26, 3.05, 2.61
2017-05-19, 3.05, 2.61
2017-05-12, 3.06, 2.63
2017-05-05, 3.06, 2.62
2017-04-28, 3.07, 2.62
2017-04-21, 3.07, 2.63
2017-04-14, 3.08, 2.65
2017-04-07, 3.09, 2.67
2017-03-31, 3.09, 2.66
2017-03-24, 3.09, 2.67
2017-03-17, 3.10, 2.70
2017-03-10, 3.10, 2.70
2017-03-03, 3.10, 2.67
2017-02-24, 3.10, 2.66
2017-02-17, 3.10, 2.69
2017-02-10, 3.11, 2.68
2017-02-03, 3.10, 2.71
2017-01-27, 3.11, 2.73
2017-01-20, 3.11, 2.74
2017-01-13, 3.10, 2.74
2017-01-06, 3.08, 2.76
2016-12-30, 3.07, 2.77
2016-12-23, 3.07, 2.79
2016-12-16, 3.05, 2.79
2016-12-09, 3.04, 2.76
2016-12-02, 3.03, 2.75
2016-11-25, 3.03, 2.74
2016-11-18, 3.00, 2.74
2016-11-11, 3.00, 2.70
2016-11-04, 3.01, 2.65
2016-10-28, 3.01, 2.65
2016-10-21, 3.01, 2.65
2016-10-14, 3.01, 2.69
2016-10-07, 3.01, 2.68
2016-09-30, 3.00, 2.65
2016-09-23, 3.00, 2.69
2016-09-16, 3.00, 2.72
2016-09-09, 3.00, 2.70
2016-09-02, 3.00, 2.70
2016-08-26, 3.00, 2.70
2016-08-19, 3.00, 2.70
2016-08-12, 3.00, 2.69
2016-08-05, 3.00, 2.71
2016-07-29, 3.01, 2.76
2016-07-22, 3.01, 2.77
2016-07-15, 3.01, 2.77
2016-07-08, 3.02, 2.77
2016-07-01, 3.02, 2.80
2016-06-24, 3.03, 2.81
2016-06-17, 3.03, 2.79
2016-06-10, 3.04, 2.79
2016-06-03, 3.04, 2.83
2016-05-27, 3.04, 2.86
2016-05-20, 3.04, 2.86
2016-05-13, 3.05, 2.84
2016-05-06, 3.05, 2.86
2016-04-29, 3.06, 2.91
2016-04-22, 3.06, 2.95
2016-04-15, 3.05, 2.97
2016-04-08, 3.06, 2.98
2016-04-01, 3.06, 2.97
2016-03-25, 3.05, 2.97
2016-03-18, 3.06, 3.01
2016-03-11, 3.06, 3.06
2016-03-04, 3.07, 3.10
2016-02-26, 3.08, 3.15
2016-02-19, 3.10, 3.16
2016-02-12, 3.11, 3.14
2016-02-05, 3.11, 3.11
2016-01-29, 3.11, 3.12
2016-01-22, 3.12, 3.11
2016-01-15, 3.12, 3.01
2016-01-08, 3.11, 3.03
2016-01-01, 3.11, 3.04
2015-12-25, 3.12, 3.03
2015-12-18, 3.11, 3.02
2015-12-11, 3.10, 2.99
2015-12-04, 3.09, 3.00
2015-11-27, 3.09, 2.99
2015-11-20, 3.09, 2.99
2015-11-13, 3.08, 2.99
2015-11-06, 3.06, 2.99
2015-10-30, 3.06, 2.93
2015-10-23, 3.06, 2.93
2015-10-16, 3.05, 2.93
2015-10-09, 3.05, 2.94
2015-10-02, 3.04, 2.92
2015-09-25, 3.05, 2.91
2015-09-18, 3.05, 2.87
2015-09-11, 3.05, 2.86


Weekly (Thursday) series: 2015-09-10 - 2025-09-04
Estimated variable mortgage rate  = Estimated variable mortgage rate 

Summary,Date,Estimated variable mortgage rate 
Low,2021-12-09,1.26
High,2024-04-04,6.31
Average,2015-09-10 - 2025-09-04,3.17

Date,Estimated variable mortgage rate 
2025-09-04, 4.24
2025-08-28, 4.24
2025-08-21, 4.24
2025-08-14, 4.21
2025-08-07, 4.21
2025-07-31, 4.31
2025-07-24, 4.21
2025-07-17, 4.22
2025-07-10, 4.22
2025-07-03, 4.22
2025-06-26, 4.22
2025-06-19, 4.22
2025-06-12, 4.22
2025-06-05, 4.22
2025-05-29, 4.22
2025-05-22, 4.22
2025-05-15, 4.22
2025-05-08, 4.22
2025-05-01, 4.22
2025-04-24, 4.22
2025-04-17, 4.20
2025-04-10, 4.12
2025-04-03, 4.12
2025-03-27, 4.12
2025-03-20, 4.12
2025-03-13, 4.25
2025-03-06, 4.36
2025-02-27, 4.36
2025-02-20, 4.36
2025-02-13, 4.34
2025-02-06, 4.38
2025-01-30, 4.47
2025-01-23, 4.56
2025-01-16, 4.56
2025-01-09, 4.51
2025-01-02, 4.67
2024-12-26, 4.51
2024-12-19, 4.51
2024-12-12, 5.02
2024-12-05, 5.01
2024-11-28, 5.01
2024-11-21, 5.01
2024-11-14, 5.01
2024-11-07, 4.99
2024-10-31, 4.99
2024-10-24, 5.24
2024-10-17, 5.43
2024-10-10, 5.44
2024-10-03, 5.44
2024-09-26, 5.44
2024-09-19, 5.44
2024-09-12, 5.44
2024-09-05, 5.61
2024-08-29, 5.66
2024-08-22, 5.64
2024-08-15, 5.63
2024-08-08, 5.65
2024-08-01, 5.77
2024-07-25, 5.93
2024-07-18, 5.93
2024-07-11, 5.93
2024-07-04, 5.93
2024-06-27, 5.93
2024-06-20, 5.93
2024-06-13, 5.93
2024-06-06, 6.10
2024-05-30, 6.18
2024-05-23, 6.18
2024-05-16, 6.21
2024-05-09, 6.21
2024-05-02, 6.26
2024-04-25, 6.26
2024-04-18, 6.26
2024-04-11, 6.26
2024-04-04, 6.31
2024-03-28, 6.31
2024-03-21, 6.25
2024-03-14, 6.24
2024-03-07, 6.25
2024-02-29, 6.25
2024-02-22, 6.19
2024-02-15, 6.18
2024-02-08, 6.24
2024-02-01, 6.25
2024-01-25, 6.26
2024-01-18, 6.24
2024-01-11, 6.25
2024-01-04, 6.09
2023-12-28, 6.26
2023-12-21, 6.26
2023-12-14, 6.25
2023-12-07, 6.26
2023-11-30, 6.27
2023-11-23, 6.27
2023-11-16, 6.28
2023-11-09, 6.28
2023-11-02, 6.28
2023-10-26, 6.28
2023-10-19, 6.28
2023-10-12, 6.23
2023-10-05, 6.23
2023-09-28, 6.23
2023-09-21, 6.23
2023-09-14, 6.14
2023-09-07, 6.14
2023-08-31, 6.28
2023-08-24, 6.28
2023-08-17, 6.23
2023-08-10, 6.24
2023-08-03, 6.24
2023-07-27, 6.19
2023-07-20, 6.19
2023-07-13, 5.98
2023-07-06, 5.98
2023-06-29, 5.99
2023-06-22, 6.04
2023-06-15, 6.04
2023-06-08, 5.72
2023-06-01, 5.72
2023-05-25, 5.70
2023-05-18, 5.70
2023-05-11, 5.70
2023-05-04, 5.70
2023-04-27, 5.70
2023-04-20, 5.70
2023-04-13, 5.70
2023-04-06, 5.76
2023-03-30, 5.76
2023-03-23, 5.86
2023-03-16, 5.78
2023-03-09, 5.78
2023-03-02, 5.64
2023-02-23, 5.73
2023-02-16, 5.73
2023-02-09, 5.69
2023-02-02, 5.69
2023-01-26, 5.64
2023-01-19, 5.53
2023-01-12, 5.53
2023-01-05, 5.53
2022-12-29, 5.45
2022-12-22, 5.45
2022-12-15, 5.45
2022-12-08, 5.45
2022-12-01, 5.12
2022-11-24, 4.97
2022-11-17, 5.03
2022-11-10, 5.03
2022-11-03, 5.05
2022-10-27, 4.85
2022-10-20, 4.53
2022-10-13, 4.50
2022-10-06, 4.53
2022-09-29, 4.53
2022-09-22, 4.53
2022-09-15, 4.41
2022-09-08, 4.06
2022-09-01, 3.81
2022-08-25, 3.81
2022-08-18, 3.79
2022-08-11, 3.79
2022-08-04, 3.79
2022-07-28, 3.79
2022-07-21, 3.65
2022-07-14, 3.19
2022-07-07, 2.83
2022-06-30, 2.81
2022-06-23, 2.68
2022-06-16, 2.64
2022-06-09, 2.64
2022-06-02, 2.21
2022-05-26, 2.12
2022-05-19, 2.12
2022-05-12, 2.12
2022-05-05, 2.11
2022-04-28, 2.11
2022-04-21, 2.08
2022-04-14, 1.52
2022-04-07, 1.45
2022-03-31, 1.45
2022-03-24, 1.46
2022-03-17, 1.41
2022-03-10, 1.32
2022-03-03, 1.29
2022-02-24, 1.29
2022-02-17, 1.29
2022-02-10, 1.31
2022-02-03, 1.31
2022-01-27, 1.31
2022-01-20, 1.30
2022-01-13, 1.31
2022-01-06, 1.31
2021-12-30, 1.30
2021-12-23, 1.30
2021-12-16, 1.27
2021-12-09, 1.26
2021-12-02, 1.29
2021-11-25, 1.29
2021-11-18, 1.30
2021-11-11, 1.32
2021-11-04, 1.32
2021-10-28, 1.33
2021-10-21, 1.33
2021-10-14, 1.33
2021-10-07, 1.32
2021-09-30, 1.33
2021-09-23, 1.33
2021-09-16, 1.33
2021-09-09, 1.33
2021-09-02, 1.34
2021-08-26, 1.36
2021-08-19, 1.36
2021-08-12, 1.36
2021-08-05, 1.37
2021-07-29, 1.37
2021-07-22, 1.37
2021-07-15, 1.37
2021-07-08, 1.37
2021-07-01, 1.37
2021-06-24, 1.37
2021-06-17, 1.37
2021-06-10, 1.37
2021-06-03, 1.37
2021-05-27, 1.37
2021-05-20, 1.37
2021-05-13, 1.38
2021-05-06, 1.39
2021-04-29, 1.37
2021-04-22, 1.36
2021-04-15, 1.36
2021-04-08, 1.38
2021-04-01, 1.42
2021-03-25, 1.42
2021-03-18, 1.46
2021-03-11, 1.51
2021-03-04, 1.56
2021-02-25, 1.56
2021-02-18, 1.58
2021-02-11, 1.58
2021-02-04, 1.58
2021-01-28, 1.63
2021-01-21, 1.65
2021-01-14, 1.77
2021-01-07, 1.78
2020-12-31, 1.78
2020-12-24, 1.78
2020-12-17, 1.80
2020-12-10, 1.81
2020-12-03, 1.82
2020-11-26, 1.87
2020-11-19, 1.87
2020-11-12, 1.87
2020-11-05, 1.87
2020-10-29, 1.87
2020-10-22, 1.87
2020-10-15, 1.87
2020-10-08, 1.91
2020-10-01, 1.91
2020-09-24, 1.92
2020-09-17, 1.93
2020-09-10, 1.93
2020-09-03, 1.93
2020-08-27, 1.93
2020-08-20, 1.92
2020-08-13, 1.96
2020-08-06, 2.04
2020-07-30, 2.03
2020-07-23, 1.97
2020-07-16, 1.99
2020-07-09, 2.05
2020-07-02, 2.06
2020-06-25, 2.06
2020-06-18, 2.06
2020-06-11, 2.14
2020-06-04, 2.19
2020-05-28, 2.23
2020-05-21, 2.23
2020-05-14, 2.25
2020-05-07, 2.25
2020-04-30, 2.25
2020-04-23, 2.26
2020-04-16, 2.27
2020-04-09, 2.47
2020-04-02, 2.46
2020-03-26, 2.50
2020-03-19, 2.33
2020-03-12, 2.72
2020-03-05, 2.89
2020-02-27, 2.89
2020-02-20, 2.89
2020-02-13, 2.89
2020-02-06, 2.89
2020-01-30, 2.89
2020-01-23, 2.89
2020-01-16, 2.90
2020-01-09, 2.90
2020-01-02, 2.90
2019-12-26, 2.90
2019-12-19, 2.90
2019-12-12, 2.90
2019-12-05, 2.90
2019-11-28, 2.90
2019-11-21, 2.90
2019-11-14, 2.90
2019-11-07, 2.90
2019-10-31, 2.90
2019-10-24, 2.90
2019-10-17, 2.90
2019-10-10, 2.90
2019-10-03, 2.90
2019-09-26, 2.90
2019-09-19, 2.90
2019-09-12, 2.90
2019-09-05, 2.90
2019-08-29, 2.90
2019-08-22, 2.90
2019-08-15, 2.90
2019-08-08, 2.90
2019-08-01, 2.90
2019-07-25, 2.90
2019-07-18, 2.90
2019-07-11, 2.90
2019-07-04, 2.90
2019-06-27, 2.90
2019-06-20, 2.90
2019-06-13, 2.90
2019-06-06, 2.90
2019-05-30, 2.90
2019-05-23, 2.87
2019-05-16, 2.88
2019-05-09, 2.88
2019-05-02, 2.88
2019-04-25, 2.88
2019-04-18, 2.88
2019-04-11, 2.88
2019-04-04, 2.88
2019-03-28, 2.88
2019-03-21, 2.89
2019-03-14, 2.89
2019-03-07, 2.89
2019-02-28, 2.89
2019-02-21, 2.78
2019-02-14, 2.78
2019-02-07, 2.78
2019-01-31, 2.78
2019-01-24, 2.77
2019-01-17, 2.77
2019-01-10, 2.76
2019-01-03, 2.76
2018-12-27, 2.76
2018-12-20, 2.73
2018-12-13, 2.73
2018-12-06, 2.72
2018-11-29, 2.72
2018-11-22, 2.65
2018-11-15, 2.65
2018-11-08, 2.66
2018-11-01, 2.66
2018-10-25, 2.53
2018-10-18, 2.53
2018-10-11, 2.53
2018-10-04, 2.54
2018-09-27, 2.54
2018-09-20, 2.54
2018-09-13, 2.54
2018-09-06, 2.54
2018-08-30, 2.54
2018-08-23, 2.54
2018-08-16, 2.54
2018-08-09, 2.51
2018-08-02, 2.50
2018-07-26, 2.49
2018-07-19, 2.49
2018-07-12, 2.38
2018-07-05, 2.35
2018-06-28, 2.35
2018-06-21, 2.35
2018-06-14, 2.36
2018-06-07, 2.35
2018-05-31, 2.36
2018-05-24, 2.36
2018-05-17, 2.36
2018-05-10, 2.36
2018-05-03, 2.35
2018-04-26, 2.35
2018-04-19, 2.35
2018-04-12, 2.36
2018-04-05, 2.36
2018-03-29, 2.36
2018-03-22, 2.36
2018-03-15, 2.36
2018-03-08, 2.36
2018-03-01, 2.36
2018-02-22, 2.37
2018-02-15, 2.39
2018-02-08, 2.40
2018-02-01, 2.42
2018-01-25, 2.45
2018-01-18, 2.32
2018-01-11, 2.23
2018-01-04, 2.23
2017-12-28, 2.22
2017-12-21, 2.23
2017-12-14, 2.22
2017-12-07, 2.22
2017-11-30, 2.22
2017-11-23, 2.25
2017-11-16, 2.25
2017-11-09, 2.28
2017-11-02, 2.28
2017-10-26, 2.28
2017-10-19, 2.27
2017-10-12, 2.26
2017-10-05, 2.26
2017-09-28, 2.29
2017-09-21, 2.29
2017-09-14, 2.30
2017-09-07, 2.18
2017-08-31, 2.14
2017-08-24, 2.14
2017-08-17, 2.16
2017-08-10, 2.17
2017-08-03, 2.17
2017-07-27, 2.17
2017-07-20, 2.18
2017-07-13, 2.05
2017-07-06, 2.01
2017-06-29, 2.01
2017-06-22, 2.01
2017-06-15, 2.02
2017-06-08, 2.02
2017-06-01, 2.02
2017-05-25, 2.04
2017-05-18, 2.03
2017-05-11, 2.03
2017-05-04, 2.03
2017-04-27, 2.03
2017-04-20, 2.04
2017-04-13, 2.04
2017-04-06, 2.03
2017-03-30, 2.04
2017-03-23, 2.04
2017-03-16, 2.11
2017-03-09, 2.14
2017-03-02, 2.11
2017-02-23, 2.11
2017-02-16, 2.14
2017-02-09, 2.14
2017-02-02, 2.16
2017-01-26, 2.18
2017-01-19, 2.19
2017-01-12, 2.19
2017-01-05, 2.19
2016-12-29, 2.19
2016-12-22, 2.19
2016-12-15, 2.19
2016-12-08, 2.19
2016-12-01, 2.19
2016-11-24, 2.19
2016-11-17, 2.19
2016-11-10, 2.19
2016-11-03, 2.19
2016-10-27, 2.19
2016-10-20, 2.19
2016-10-13, 2.19
2016-10-06, 2.19
2016-09-29, 2.19
2016-09-22, 2.19
2016-09-15, 2.19
2016-09-08, 2.19
2016-09-01, 2.19
2016-08-25, 2.19
2016-08-18, 2.19
2016-08-11, 2.19
2016-08-04, 2.19
2016-07-28, 2.19
2016-07-21, 2.19
2016-07-14, 2.19
2016-07-07, 2.20
2016-06-30, 2.20
2016-06-23, 2.20
2016-06-16, 2.20
2016-06-09, 2.19
2016-06-02, 2.19
2016-05-26, 2.20
2016-05-19, 2.20
2016-05-12, 2.21
2016-05-05, 2.21
2016-04-28, 2.24
2016-04-21, 2.24
2016-04-14, 2.28
2016-04-07, 2.24
2016-03-31, 2.24
2016-03-24, 2.24
2016-03-17, 2.24
2016-03-10, 2.24
2016-03-03, 2.24
2016-02-25, 2.24
2016-02-18, 2.22
2016-02-11, 2.24
2016-02-04, 2.22
2016-01-28, 2.24
2016-01-21, 2.24
2016-01-14, 2.25
2016-01-07, 2.23
2015-12-31, 2.20
2015-12-24, 2.20
2015-12-17, 2.16
2015-12-10, 2.14
2015-12-03, 2.14
2015-11-26, 2.11
2015-11-19, 2.09
2015-11-12, 2.09
2015-11-05, 2.04
2015-10-29, 2.04
2015-10-22, 2.03
2015-10-15, 2.02
2015-10-08, 2.01
2015-10-01, 2.00
2015-09-24, 1.99
2015-09-17, 1.99
2015-09-10, 1.99


Monthly series: 2015-09 - 2025-08
V122530 = Bank rate

Summary,Date,V122530
Low,2022-02-01,0.50
High,2024-05-01,5.25
Average,2015-09-01 - 2025-08-01,2.10

Date,V122530
2025-08, 3.00
2025-07, 3.00
2025-06, 3.00
2025-05, 3.00
2025-04, 3.00
2025-03, 3.00
2025-02, 3.25
2025-01, 3.50
2024-12, 3.50
2024-11, 4.00
2024-10, 4.00
2024-09, 4.50
2024-08, 4.75
2024-07, 4.75
2024-06, 5.00
2024-05, 5.25
2024-04, 5.25
2024-03, 5.25
2024-02, 5.25
2024-01, 5.25
2023-12, 5.25
2023-11, 5.25
2023-10, 5.25
2023-09, 5.25
2023-08, 5.25
2023-07, 5.25
2023-06, 5.00
2023-05, 4.75
2023-04, 4.75
2023-03, 4.75
2023-02, 4.75
2023-01, 4.50
2022-12, 4.50
2022-11, 4.00
2022-10, 3.50
2022-09, 3.50
2022-08, 2.75
2022-07, 2.75
2022-06, 1.75
2022-05, 1.25
2022-04, 1.25
2022-03, 0.75
2022-02, 0.50
2022-01, 0.50
2021-12, 0.50
2021-11, 0.50
2021-10, 0.50
2021-09, 0.50
2021-08, 0.50
2021-07, 0.50
2021-06, 0.50
2021-05, 0.50
2021-04, 0.50
2021-03, 0.50
2021-02, 0.50
2021-01, 0.50
2020-12, 0.50
2020-11, 0.50
2020-10, 0.50
2020-09, 0.50
2020-08, 0.50
2020-07, 0.50
2020-06, 0.50
2020-05, 0.50
2020-04, 0.50
2020-03, 1.00
2020-02, 2.00
2020-01, 2.00
2019-12, 2.00
2019-11, 2.00
2019-10, 2.00
2019-09, 2.00
2019-08, 2.00
2019-07, 2.00
2019-06, 2.00
2019-05, 2.00
2019-04, 2.00
2019-03, 2.00
2019-02, 2.00
2019-01, 2.00
2018-12, 2.00
2018-11, 2.00
2018-10, 2.00
2018-09, 1.75
2018-08, 1.75
2018-07, 1.75
2018-06, 1.50
2018-05, 1.50
2018-04, 1.50
2018-03, 1.50
2018-02, 1.50
2018-01, 1.50
2017-12, 1.25
2017-11, 1.25
2017-10, 1.25
2017-09, 1.25
2017-08, 1.00
2017-07, 1.00
2017-06, 0.75
2017-05, 0.75
2017-04, 0.75
2017-03, 0.75
2017-02, 0.75
2017-01, 0.75
2016-12, 0.75
2016-11, 0.75
2016-10, 0.75
2016-09, 0.75
2016-08, 0.75
2016-07, 0.75
2016-06, 0.75
2016-05, 0.75
2016-04, 0.75
2016-03, 0.75
2016-02, 0.75
2016-01, 0.75
2015-12, 0.75
2015-11, 0.75
2015-10, 0.75
2015-09, 0.75
